Concord	=	37.977978	-122.031072
Corcoran	=	37.977978	-122.031072
Corning	=	39.927658	-122.179156
Corona	=	33.875294	-117.566439
Coronado	=	32.685886	-117.183089
Costa Mesa	=	33.641133	-117.918669
Cotati	=	38.327778	-122.709167
Covina	=	34.090008	-117.890339
Crescent City	=	41.755947	-124.201747
Cudahy	=	33.960569	-118.18535
Culver City	=	34.021122	-118.396467
Cupertino	=	37.322997	-122.032183
Cypress	=	37.320531	-121.962242
Daly City	=	37.687925	-122.470208
Dana Point	=	33.466972	-117.698108
Davis	=	38.544906	-121.740517
Del Mar	=	32.959489	-117.265314
Del Rey Oaks	=	36.593292	-121.834953
Delano	=	35.768842	-119.247053
Desert Hot Springs	=	33.961125	-116.501678
Diamond Bar	=	34.028622	-117.810336
Dinuba	=	36.543283	-119.387067
Dixon	=	38.445464	-121.823297
Dorris	=	41.967369	-121.918061
Dos Palos	=	36.986058	-120.626572
Downey	=	33.940014	-118.132569
Duarte	=	34.13945	-117.977286
Dublin	=	37.702153	-121.935792
Dunsmuir	=	41.208208	-122.271953
East Palo Alto	=	37.468828	-122.141075
Eastvale	=	33.963056	-117.563889
El Cajon	=	32.794772	-116.962528
El Centro	=	32.792	-115.56305
El Cerrito	=	37.916133	-122.310764
El Monte	=	34.068622	-118.027567
El Segundo	=	33.919181	-118.416464
Elk Grove	=	38.4088	-121.371617
Emeryville	=	37.831317	-122.285247
Encinitas	=	33.036986	-117.291983
Escalon	=	37.797428	-120.996603
Escondido	=	33.119208	-117.086422
Etna	=	41.456806	-122.894756
Eureka	=	40.802072	-124.163672
Exeter	=	36.296061	-119.142053
Fairfield	=	38.249358	-122.039967
Farmersville	=	36.297728	-119.206778
Ferndale	=	40.576242	-124.263944
Fillmore	=	34.399164	-118.918153
Firebaugh	=	36.858839	-120.456008
Folsom	=	38.677958	-121.176058
Fontana	=	34.092233	-117.435047
Fort Bragg	=	39.445722	-123.805292
Fort Jones	=	41.663864	-124.252892
Fortuna	=	40.598186	-124.157275
Foster City	=	37.558547	-122.271078
Fountain Valley	=	33.709186	-117.953669
Fowler	=	36.630506	-119.678469
Fremont	=	37.548269	-121.988572
Fresno	=	36.746842	-119.772586
Fullerton	=	33.870292	-117.925339
Galt	=	38.254636	-121.299947
Garden Grove	=	33.773906	-117.941447
Gardena	=	33.88835	-118.308961
Gilroy	=	37.005783	-121.568275
Glendale	=	34.142508	-118.255075
Glendora	=	34.136119	-117.865339
Goleta	=	34.435828	-119.827639
Gonzales	=	36.506628	-121.444381
Grand Terrace	=	34.033903	-117.313653
Grass Valley	=	39.219061	-121.061061
Greenfield	=	36.3208	-121.243814
Gridley	=	39.363778	-121.693583
Grover Beach	=	35.121642	-120.621283
Guadalupe	=	34.971644	-120.571836
Gustine	=	37.257717	-120.998814
Half Moon Bay	=	37.463553	-122.428586
Hanford	=	36.32745	-119.645683
Hawaiian Gardens	=	33.831403	-118.072842
Hawthorne	=	33.916403	-118.352575
Hayward	=	37.668819	-122.080797
Healdsburg	=	38.610467	-122.869161
Hemet	=	33.747519	-116.971967
Hercules	=	38.017144	-122.288581
Hermosa Beach	=	33.862236	-118.399519
Hesperia	=	34.426389	-117.300878
Hidden Hills	=	34.160283	-118.652311
Highland	=	34.128344	-117.20865
Hollister	=	36.852453	-121.401603
Holtville	=	32.811161	-115.380264
Hughson	=	37.602725	-120.866481
Huntington Beach	=	33.660297	-117.999225
Huntington Park	=	33.981681	-118.225072
Huron	=	36.202731	-120.102917
Imperial	=	32.847553	-115.569439
Imperial Beach	=	32.583944	-117.113086
Indian Wells	=	33.717631	-116.340756
Indio	=	33.720578	-116.215561
Industry	=	34.019733	-117.958675
Inglewood	=	33.961681	-118.353131
Ione	=	38.352692	-120.932717
Irvine	=	33.683947	-117.794694
Irwindale	=	34.106953	-117.935342
Isleton	=	38.161861	-121.611622
Jackson	=	38.348803	-120.774103
Jurupa Valley	=	33.999522	-117.475397
Kerman	=	36.723558	-120.059878
King City	=	36.212744	-121.126028
Kingsburg	=	36.513839	-119.554017
La Cañada Flintridge	=	34.206817	-118.200028
La Habra	=	33.931958	-117.946172
La Habra Heights	=	33.960847	-117.950619
La Mesa	=	32.767828	-117.023083
La Mirada	=	33.917236	-118.012008
La Palma	=	33.846403	-118.046731
La Puente	=	34.020011	-117.949508
La Quinta	=	33.646692	-116.310008
La Verne	=	34.100842	-117.767836
Lafayette	=	37.885758	-122.118019
Laguna Beach	=	33.542247	-117.783111
Laguna Hills	=	33.599722	-117.699444
Laguna Niguel	=	33.522525	-117.707553
Laguna Woods	=	33.6103	-117.725331
Lake Elsinore	=	33.668078	-117.327261
Lake Forest	=	33.646967	-117.689217
Lakeport	=	39.04295	-122.915828
Lakewood	=	33.853628	-118.133956
Lancaster	=	34.686786	-118.154164
Larkspur	=	37.934092	-122.535253
Lathrop	=	37.822706	-121.276611
Lawndale	=	33.887236	-118.352575
Lemon Grove	=	32.742553	-117.031417
Lemoore	=	36.300783	-119.782911
Lincoln	=	38.891564	-121.293008
Lindsay	=	36.203006	-119.088161
Live Oak	=	36.983561	-121.980517
Livermore	=	37.681875	-121.768008
Livingston	=	37.386883	-120.723533
Lodi	=	38.134147	-121.272219
Loma Linda	=	34.048347	-117.261153
Lomita	=	33.792239	-118.315072
Lompoc	=	34.63915	-120.457942
Long Beach	=	33.768322	-118.195617
Los Alamitos	=	33.803072	-118.072564
Los Altos	=	33.796331	-118.118119
Los Banos	=	37.058278	-120.849914
Loyalton	=	39.676294	-120.241039
Lynwood	=	33.930292	-118.211461
Madera	=	36.961336	-120.060717
Malibu	=	34.005008	-118.810172
Manhattan Beach	=	33.884736	-118.410908
Manteca	=	37.797428	-121.216053
Maricopa	=	35.058858	-119.40095
Marina	=	36.684403	-121.802172
Martinez	=	38.019367	-122.134133
Marysville	=	39.145725	-121.591356
Maywood	=	33.986681	-118.18535
McFarland	=	35.678011	-119.229275
Mendota	=	36.753561	-120.381558
Menifee	=	33.678333	-117.166944
Menlo Park	=	37.453828	-122.182186
Merced	=	37.302164	-120.482967
Mill Valley	=	37.906036	-122.544975
Millbrae	=	37.598547	-122.387194
Milpitas	=	37.428272	-121.906625
Mission Viejo	=	33.600022	-117.671994
Modesto	=	37.639097	-120.996878
Monrovia	=	34.144428	-118.001947
Montague	=	41.728197	-122.5278
Montclair	=	34.077511	-117.689778
Monte Sereno	=	37.236333	-121.992458
Montebello	=	34.016506	-118.113753
Monterey	=	36.600239	-121.894675
Monterey Park	=	34.062511	-118.122847
Moorpark	=	34.144897	-118.268742
Moreno Valley	=	33.942467	-117.229672
Morgan Hill	=	37.1305	-121.654389
Morro Bay	=	35.365808	-120.8499
Mount Shasta	=	41.410806	-122.194575
Mountain View	=	37.386053	-122.08385
Murrieta	=	33.553914	-117.213922
Napa	=	38.297539	-122.286864
National City	=	32.678108	-117.099197
Needles	=	34.848061	-114.614133
Nevada City	=	39.261561	-121.016058
Newark	=	37.529658	-122.040239
Newman	=	37.313828	-121.020761
Newport Beach	=	33.618911	-117.928947
Norco	=	33.931125	-117.548661
Norwalk	=	33.902236	-118.081733
Novato	=	38.107419	-122.569703
Oakdale	=	37.766594	-120.847153
Oakland	=	37.804364	-122.271114
Oakley	=	37.997422	-121.712453
Oceanside	=	33.195869	-117.379483
Ojai	=	34.44805	-119.242889
Ontario	=	34.063344	-117.650889
Orange	=	33.787794	-117.853111
Orange Cove	=	36.624394	-119.313731
Orinda	=	37.877147	-122.179689
Orland	=	39.747381	-122.196375
Oroville	=	39.513775	-121.556358
Oxnard	=	34.197506	-119.177053
Pacific Grove	=	36.617736	-121.916622
Pacifica	=	37.613825	-122.486919
Palm Desert	=	33.722244	-116.374456
Palm Springs	=	33.830297	-116.545292
Palmdale	=	34.579433	-118.116461
Palo Alto	=	37.441883	-122.143019
Palos Verdes Estates	=	33.800572	-118.390075
Paramount	=	33.889461	-118.159792
Parlier	=	36.611617	-119.527072
Pasadena	=	34.147786	-118.144517
Paso Robles	=	35.632278	-120.664186
Patterson	=	37.4716	-121.129656
Perris	=	33.782519	-117.228647
Petaluma	=	38.232417	-122.636653
Pico Rivera	=	33.983069	-118.096736
Piedmont	=	37.824372	-122.231636
Pinole	=	38.004367	-122.298858
Pismo Beach	=	35.142753	-120.641283
Pittsburg	=	38.027975	-121.884681
Placentia	=	33.872236	-117.870336
Placerville	=	38.729625	-120.798547
Pleasant Hill	=	37.947978	-122.060797
Pleasanton	=	37.662431	-121.874678
Plymouth	=	38.481853	-120.844658
Point Arena	=	38.908797	-123.693072
Pomona	=	34.055228	-117.752306
Port Hueneme	=	34.180728	-119.208158
Porterville	=	36.065231	-119.016767
Portola	=	39.810458	-120.469103
Poway	=	32.962822	-117.035864
Rancho Cordova	=	38.589072	-121.302728
Rancho Cucamonga	=	34.1064	-117.593108
Rancho Mirage	=	33.739744	-116.412789
Rancho Palos Verdes	=	33.744461	-118.387017
Rancho Santa Margarita	=	33.640856	-117.603103
Red Bluff	=	40.178489	-122.235831
Redding	=	40.586539	-122.391675
Redlands	=	34.055569	-117.182539
Redondo Beach	=	33.849183	-118.388408
Redwood City	=	37.485214	-122.236356
Reedley	=	36.596339	-119.450403
Rialto	=	34.1064	-117.370325
Richmond	=	37.935758	-122.34775
Ridgecrest	=	35.622456	-117.670897
Rio Dell	=	40.4993	-124.106436
Rio Vista	=	38.15575	-121.691344
Ripon	=	37.739453	-121.135414
Riverbank	=	37.736039	-120.935489
Riverside	=	33.95335	-117.396156
Rocklin	=	38.790733	-121.235783
Rohnert Park	=	38.339636	-122.701097
Rolling Hills	=	33.756961	-118.353961
Rolling Hills Estates	=	33.787794	-118.358128
Rosemead	=	34.080564	-118.072847
Roseville	=	38.752122	-121.288006
Salinas	=	36.677736	-121.6555
San Bernardino	=	34.108344	-117.289764
San Bruno	=	37.630489	-122.411083
San Carlos	=	37.507158	-122.260522
San Clemente	=	33.426972	-117.611992
San Dimas	=	34.106675	-117.806725
San Fernando	=	34.281947	-118.438972
San Gabriel	=	34.096111	-118.105833
San Jacinto	=	33.783908	-116.958636
San Joaquin	=	36.606617	-120.189044
San Jose	=	37.339386	-121.894956
San Juan Bautista	=	36.845511	-121.537997
San Juan Capistrano	=	33.501692	-117.66255
San Leandro	=	37.724931	-122.156078
San Luis Obispo	=	35.282753	-120.659617
San Marcos	=	33.143372	-117.166144
San Marino	=	34.121397	-118.106458
San Mateo	=	37.562992	-122.325525
San Pablo	=	37.962147	-122.345525
San Rafael	=	37.973536	-122.531086
San Ramon	=	37.779928	-121.978014
Sand City	=	36.617183	-121.848286
Sanger	=	36.708006	-119.555964
Santa Ana	=	33.745572	-117.867833
Santa Barbara	=	34.420831	-119.698189
Santa Clara	=	37.354108	-121.955236
Santa Clarita	=	34.391664	-118.542586
Santa Cruz	=	36.974117	-122.030797
Santa Fe Springs	=	33.947236	-118.085344
Santa Maria	=	34.953033	-120.435719
Santa Monica	=	34.019453	-118.491192
Santa Paula	=	34.354167	-119.059269
Santa Rosa	=	38.440467	-122.714431
Santee	=	32.838383	-116.973917
Saratoga	=	37.263833	-122.023014
Sausalito	=	37.859094	-122.48525
Scotts Valley	=	37.051061	-122.014683
Seal Beach	=	33.741406	-118.104786
Seaside	=	33.819361	-118.366647
Sebastopol	=	38.402136	-122.823881
Selma	=	36.570783	-119.612075
Shafter	=	35.500514	-119.271775
Shasta Lake	=	40.680428	-122.370842
Sierra Madre	=	34.161672	-118.052847
Signal Hill	=	33.804461	-118.167847
Simi Valley	=	34.269447	-118.781483
Solana Beach	=	32.991156	-117.271147
Soledad	=	32.991156	-117.271147
Solvang	=	34.595819	-120.137647
Sonoma	=	38.291858	-122.458036
Sonora	=	37.984092	-120.382139
South El Monte	=	34.051956	-118.046733
South Gate	=	33.954736	-118.212017
South Lake Tahoe	=	38.939925	-119.977186
South Pasadena	=	34.116119	-118.15035
South San Francisco	=	37.654656	-122.40775
St. Helena	=	38.505242	-122.470386
Stanton	=	33.802517	-117.993117
Stockton	=	37.957703	-121.290781
Suisun City	=	38.238247	-122.040244
Sunnyvale	=	37.368831	-122.03635
Susanville	=	40.416283	-120.653006
Sutter Creek	=	38.392967	-120.802436
Taft	=	35.142467	-119.456508
Tehachapi	=	35.132189	-118.448975
Tehama	=	40.027103	-122.123322
Temecula	=	33.493639	-117.148364
Temple City	=	34.107231	-118.057847
Thousand Oaks	=	34.107231	-118.057847
Torrance	=	33.83585	-118.340628
Tracy	=	37.73965	-121.425222
Trinidad	=	41.059292	-124.143125
Tulare	=	36.207728	-119.347339
Tulelake	=	41.955989	-121.477492
Turlock	=	37.494658	-120.846594
Tustin	=	33.74585	-117.826167
Twentynine Palms	=	34.135558	-116.054169
Ukiah	=	39.150172	-123.207783
Union City	=	37.593392	-122.043831
Upland	=	34.097511	-117.648389
Vacaville	=	38.356578	-121.987744
Vallejo	=	38.104086	-122.256636
Ventura	=	34.274639	-119.229006
Vernon	=	34.003903	-118.230072
Victorville	=	34.536108	-117.291158
Villa Park	=	33.814461	-117.813111
Visalia	=	36.330228	-119.292058
Vista	=	33.200036	-117.242536
Walnut	=	34.020289	-117.865339
Walnut Creek	=	37.910078	-122.065183
Wasco	=	35.594125	-119.340947
Waterford	=	37.641319	-120.760483
Watsonville	=	36.910231	-121.756894
Weed	=	41.42265	-122.386128
West Covina	=	34.068622	-117.938953
West Hollywood	=	34.090008	-118.361744
West Sacramento	=	38.580461	-121.530233
Westlake Village	=	34.145839	-118.805647
Westminster	=	33.751342	-117.993992
Westmorland	=	33.037267	-115.621383
Wheatland	=	39.009894	-121.423014
Whittier	=	33.979178	-118.032844
Wildomar	=	33.598914	-117.280036
Williams	=	39.154614	-122.149419
Willits	=	39.409608	-123.355567
Willows	=	39.524325	-122.193592
Winters	=	38.524906	-121.970803
Woodlake	=	36.413561	-119.098717
Woodland	=	38.678517	-121.773297
Yorba Linda	=	33.888625	-117.813111
Yreka	=	41.735419	-122.634472
Yuba City	=	39.140447	-121.616911
Yucaipa	=	34.033625	-117.043086
Abbotsford	=	49.05798	-122.25257
Aberdeen	=	46.97537	-123.81572
Airway Heights	=	47.64461	-117.59327
Albany	=	44.63651	-123.10593
Aldergrove	=	49.05801	-122.47087
Alderwood Manor	=	47.82204	-122.28207
Aloha	=	45.49428	-122.86705
Altamont	=	42.20681	-121.73722
Anacortes	=	48.5126	-122.61267
Arlington	=	48.19871	-122.12514
Artondale	=	47.29954	-122.62069
Ashland	=	42.19458	-122.70948
Astoria	=	46.18788	-123.83125
Auburn	=	47.30732	-122.22845
Bainbridge Island	=	47.62621	-122.52124
Baker City	=	44.77487	-117.83438
Bangor Trident Base	=	47.72274	-122.71446
Barberton	=	45.69317	-122.59899
Battle Ground	=	45.78095	-122.53343
Beaverton	=	45.48706	-122.80371
Bellevue	=	47.61038	-122.20068
Bellingham	=	48.75955	-122.48822
Bend	=	44.05817	-121.31531
Bethany	=	45.55789	-122.8676
Birch Bay	=	48.91789	-122.74462
Blaine	=	48.99372	-122.74712
Boise	=	43.6135	-116.20345
Bonney Lake	=	47.17705	-122.18651
Bothell	=	47.76232	-122.2054
Bothell East	=	47.80631	-122.18427
Bothell West	=	47.80527	-122.24064
Boulevard Park	=	47.48927	-122.31512
Bremerton	=	47.56732	-122.63264
Brier	=	47.78454	-122.27429
Brookings	=	42.05261	-124.28398
Bryn Mawr-Skyway	=	47.4943	-122.24092
Burien	=	47.47038	-122.34679
Burlington	=	48.47566	-122.32544
Burnaby	=	49.26636	-122.95263
Caldwell	=	43.66294	-116.68736
Camano	=	48.17399	-122.52821
Camas	=	45.58706	-122.39954
Canby	=	45.2629	-122.69259
Castlegar	=	49.29984	-117.66894
Cedar Hills	=	45.50484	-122.79843
Cedar Mill	=	45.52484	-122.81093
Central Point	=	42.37596	-122.91643
Centralia	=	46.71621	-122.9543
Chehalis	=	46.66205	-122.96402
Cheney	=	47.48739	-117.57576
Chilliwack	=	49.16638	-121.95257
City of Sammamish	=	47.60444	-122.03768
Clackamas	=	45.40762	-122.57037
Clarkston	=	46.41629	-117.04557
Clarkston Heights-Vineland	=	46.38742	-117.083
Coeur d'Alene	=	47.67768	-116.78047
College Place	=	46.0493	-118.3883
Colwood	=	48.43293	-123.48591
Connell	=	46.66347	-118.86111
Coos Bay	=	43.3665	-124.21789
Coquitlam	=	49.2846	-122.78217
Cornelius	=	45.51984	-123.05983
Corvallis	=	44.56457	-123.26204
Cottage Grove	=	43.79762	-123.05952
Cottage Lake	=	47.74427	-122.07735
Country Homes	=	47.7485	-117.40439
Covington	=	47.35818	-122.12216
Cranbrook	=	49.49991	-115.76879
Creswell	=	43.9179	-123.02453
Dallas	=	44.91928	-123.31705
Damascus	=	45.41762	-122.45898
Delta	=	49.14399	-122.9068
Des Moines	=	47.40177	-122.32429
Deschutes River Woods	=	43.99151	-121.35836
Dishman	=	47.66007	-117.27596
DuPont	=	47.09676	-122.63124
Duncan	=	48.78293	-123.70266
Duvall	=	47.74232	-121.98568
Eagle	=	43.69544	-116.35401
Eagle Point	=	42.47263	-122.80282
East Hill-Meridian	=	47.41052	-122.17369
East Port Orchard	=	47.52343	-122.6243
East Renton Highlands	=	47.48482	-122.11234
East Wenatchee	=	47.41568	-120.29313
East Wenatchee Bench	=	47.42568	-120.28118
Eastmont	=	47.8974	-122.18154
Edgewood	=	47.2501	-122.29373
Edmonds	=	47.81065	-122.37736
Elk Plain	=	47.05316	-122.39762
Ellensburg	=	46.99651	-120.54785
Emmett	=	43.8735	-116.4993
Enumclaw	=	47.20427	-121.9915
Ephrata	=	47.31764	-119.55365
Eugene	=	44.05207	-123.08675
Everett	=	47.97898	-122.20208
Fairview	=	45.53845	-122.43398
Fairwood	=	47.44843	-122.15734
Fairwood	=	47.76684	-117.41744
Federal Way	=	47.32232	-122.31262
Felida	=	45.70956	-122.70732
Ferndale	=	48.8465	-122.59101
Fernie	=	49.49996	-115.06871
Fife	=	47.23927	-122.35707
Finley	=	46.15402	-119.0339
Fircrest	=	47.23954	-122.51596
Five Corners	=	45.68456	-122.5751
Florence	=	43.98262	-124.09984
Forest Grove	=	45.51984	-123.11066
Four Corners	=	44.9279	-122.98371
Frederickson	=	47.09621	-122.35873
Fruitland	=	44.00766	-116.91655
Garden City	=	43.62211	-116.23817
Garden Home-Whitford	=	45.464	-122.75891
Gibsons	=	49.39539	-123.50555
Gig Harbor	=	47.32926	-122.58013
Gladstone	=	45.38068	-122.59481
Graham	=	47.05288	-122.29428
Grandview	=	46.25097	-119.9017
Grants Pass	=	42.43933	-123.33067
Green	=	43.16039	-123.36785
Gresham	=	45.49818	-122.43148
Hailey	=	43.51963	-114.31532
Happy Valley	=	45.44679	-122.53037
Hayden	=	47.76602	-116.78658
Hayesville	=	44.98595	-122.98287
Hazel Dell	=	45.67151	-122.66288
Hermiston	=	45.84041	-119.28946
Hillsboro	=	45.52289	-122.98983
Hobart	=	47.42177	-121.97289
Hood River	=	45.7054	-121.52146
Hoquiam	=	46.98092	-123.88933
Independence	=	44.85123	-123.18677
Inglewood-Finn Hill	=	47.72049	-122.23167
Issaquah	=	47.5301	-122.03262
Jennings Lodge	=	45.39123	-122.61259
Jerome	=	42.72407	-114.51865
Joint Base Lewis McChord	=	47.10787	-122.57694
Junction City	=	44.21929	-123.20565
Keizer	=	44.99012	-123.02621
Kelso	=	46.14678	-122.90844
Kenmore	=	47.75732	-122.24401
Kennewick	=	46.21125	-119.13723
Kent	=	47.38093	-122.23484
Kenton	=	45.58178	-122.68149
Kingsgate	=	47.72704	-122.17957
Kirkland	=	47.68149	-122.20874
Klahanie	=	47.43121	-122.43652
Klahanie	=	47.57097	-122.00839
Klamath Falls	=	42.22487	-121.78167
Kuna	=	43.49183	-116.42012
La Grande	=	45.32458	-118.08772
Lacey	=	47.03426	-122.82319
Ladner	=	49.08938	-123.08241
Ladysmith	=	48.99016	-123.81699
Lake Forest Park	=	47.75676	-122.28096
Lake Morton-Berrydale	=	47.33251	-122.10286
Lake Oswego	=	45.42067	-122.67065
Lake Shore	=	45.69067	-122.69093
Lake Stevens	=	48.0151	-122.06374
Lake Stickney	=	47.87655	-122.26214
Lakeland North	=	47.33343	-122.27695
Lakeland South	=	47.27843	-122.28326
Lakewood	=	47.17176	-122.51846
Langford	=	48.44963	-123.50261
Langley	=	49.10107	-122.65883
Lea Hill	=	47.32621	-122.18151
Lebanon	=	44.53651	-122.90703
Lents	=	45.47984	-122.56731
Lewiston	=	46.41655	-117.01766
Lewiston Orchards	=	46.38044	-116.97543
Liberty Lake	=	47.67591	-117.11821
Lincoln City	=	44.95816	-124.01789
Longview	=	46.13817	-122.93817
Lynden	=	48.9465	-122.45211
Lynnwood	=	47.82093	-122.31513
Madras	=	44.63345	-121.12949
Maltby	=	47.8051	-122.11318
Manchester	=	47.55566	-122.54507
Maple Ridge	=	49.21939	-122.60193
Maple Valley	=	47.39272	-122.04641
Maplewood	=	47.40176	-122.55707
Martha Lake	=	47.85093	-122.2393
Marysville	=	48.05176	-122.17708
McMinnville	=	45.21012	-123.19872
Mead	=	47.76739	-117.35494
Medford	=	42.32652	-122.87559
Mercer Island	=	47.57065	-122.22207
Meridian	=	43.61211	-116.39151
Middleton	=	43.70683	-116.62014
Midland	=	47.16704	-122.40484
Mill Creek	=	47.8601	-122.2043
Mill Creek East	=	47.83602	-122.18766
Mill Plain	=	45.6429	-122.49398
Milton	=	47.24816	-122.3129
Milton-Freewater	=	45.93263	-118.38774
Milwaukie	=	45.44623	-122.63926
Minnehaha	=	45.65901	-122.64871
Missoula	=	46.87215	-113.994
Molalla	=	45.14734	-122.57703
Monmouth	=	44.84845	-123.23399
Monroe	=	47.85538	-121.97096
Moscow	=	46.73239	-117.00017
Moses Lake	=	47.13014	-119.27808
Mount Vernon	=	48.42122	-122.33405
Mount Vista	=	45.73428	-122.63288
Mountain Home	=	43.13295	-115.6912
Mountlake Terrace	=	47.78815	-122.30874
Mukilteo	=	47.94454	-122.30458
Nampa	=	43.54072	-116.56346
Nanaimo	=	49.16638	-123.94003
Nelson	=	49.49985	-117.28553
New Westminster	=	49.20678	-122.91092
Newberg	=	45.30012	-122.97316
Newcastle	=	47.53899	-122.15568
Newport	=	44.63678	-124.05345
Normandy Park	=	47.43621	-122.34068
North Bend	=	43.4065	-124.22428
North Bend	=	47.49566	-121.78678
North Cowichan	=	48.84133	-123.68596
North Creek	=	47.81954	-122.17624
North Portland	=	45.61039	-122.70343
North Saanich	=	48.66634	-123.41933
North Vancouver	=	49.31636	-123.06934
Oak Bay	=	48.44964	-123.3026
Oak Grove	=	45.41679	-122.64009
Oak Harbor	=	48.29316	-122.64322
Oak Hills	=	45.54123	-122.84121
Oatfield	=	45.41418	-122.60007
Ocean Shores	=	46.9737	-124.15629
Olympia	=	47.03787	-122.9007
Ontario	=	44.02655	-116.96294
Opportunity	=	47.64995	-117.23991
Orchard Homes	=	46.86326	-114.04844
Orchards	=	45.66651	-122.56093
Oregon City	=	45.35734	-122.60676
Orting	=	47.09788	-122.20428
Othello	=	46.82597	-119.17529
Otis Orchards-East Farms	=	47.70988	-117.07975
Pacific	=	47.26455	-122.25012
Parkland	=	47.15538	-122.43401
Parksville	=	49.31947	-124.31575
Parkwood	=	47.53315	-122.61014
Pasco	=	46.23958	-119.10057
Payette	=	44.07822	-116.93377
Pendleton	=	45.67207	-118.7886
Penticton	=	49.48062	-119.58584
Picnic Point	=	47.88111	-122.3284
Picnic Point-North Lynnwood	=	47.86278	-122.29497
Pitt Meadows	=	49.22119	-122.68965
Port Alberni	=	49.24133	-124.8028
Port Angeles	=	48.11815	-123.43074
Port Coquitlam	=	49.26637	-122.76932
Port Moody	=	49.28124	-122.82457
Port Orchard	=	47.54037	-122.63625
Port Townsend	=	48.11704	-122.76045
Post Falls	=	47.71796	-116.95159
Poulsbo	=	47.73593	-122.64654
Prairie Ridge	=	47.1376	-122.14873
Prineville	=	44.29985	-120.83447
Prosser	=	46.2068	-119.76892
Pullman	=	46.73127	-117.17962
Puyallup	=	47.18538	-122.2929
Quincy	=	47.2343	-119.85255
Raleigh Hills	=	45.48067	-122.76204
Rathdrum	=	47.8124	-116.89659
Redmond	=	44.27262	-121.17392
Redmond	=	47.67399	-122.12151
Renton	=	47.48288	-122.21707
Richland	=	46.28569	-119.28446
Richmond	=	49.17003	-123.13683
Ridgefield	=	45.81511	-122.7426
Riverton	=	47.48427	-122.29457
Rockcreek	=	45.55012	-122.87705
Roseburg	=	43.2165	-123.34174
Roseburg North	=	43.26452	-123.30331
Saint Helens	=	45.864	-122.80649
Salem	=	44.9429	-123.0351
Salmon Creek	=	45.71067	-122.64899
